author/canDm,author/canMediaTag,author/description,author/entities/url/urls/0/display_url,author/favouritesCount,author/following,author/hasCustomTimelines,author/id,author/isTranslator,author/isVerified,author/location,author/mediaCount,author/name,author/statusesCount,author/type,author/url,author/userName,entities/user_mentions/0/name,entities/user_mentions/0/screen_name,isConversationControlled,isQuote,isReply,isRetweet,likeCount,replyCount,text
false,true,Spotlighting athlete* and  stories,nike.com,7060,120,true,415859364,false,true,"Beaverton, Oregon",3313,Nike,38807,user,https://x.com/Nike,Nike,Fortnite,FortniteGame,false,false,false,false,926,79,Airphoria is back with a new experience in @fortnitegame. Enter the Dn Dimension on March 26   https://t.co/BwSVYjaegX
false,true,Spotlighting athlete* and  stories,nike.com,7060,120,true,415859364,false,true,"Beaverton, Oregon",3313,Nike,38807,user,https://x.com/Nike,Nike,Nike Basketball,nikebasketball,false,false,false,true,22119,258,"RT @nikebasketball: It takes a once-in-a-generation player to break a record that’s stood for generations.

Congratulations to @caitlinclar…"
false,true,Spotlighting athlete* and  stories,nike.com,7060,120,true,415859364,false,true,"Beaverton, Oregon",3313,Nike,38807,user,https://x.com/Nike,Nike,Nike Basketball,nikebasketball,false,false,false,true,62183,470,"RT @nikebasketball: Numbers don’t lie. 

Yet again, @kingjames has rewritten the equation for greatness: 40k points, 10k assists, 10k rebou…"
false,true,Spotlighting athlete* and  stories,nike.com,7060,120,true,415859364,false,true,"Beaverton, Oregon",3313,Nike,38807,user,https://x.com/Nike,Nike,Nike Basketball,nikebasketball,false,false,false,true,43256,313,"RT @nikebasketball: Breaking records, breaking new ground. 

@CaitlinClark22 shatters the All-Time Women’s NCAA Scoring Record and makes it…"
false,true,Spotlighting athlete* and  stories,nike.com,7060,120,true,415859364,false,true,"Beaverton, Oregon",3313,Nike,38807,user,https://x.com/Nike,Nike,,,false,false,false,false,2932,80,"Champions always find a way.
#justdoit https://t.co/qjKVxIg5Je"
false,true,Spotlighting athlete* and  stories,nike.com,7060,120,true,415859364,false,true,"Beaverton, Oregon",3313,Nike,38807,user,https://x.com/Nike,Nike,Nike Basketball,nikebasketball,false,false,false,true,4634,226,"RT @nikebasketball: Welcome to the World of Book 

Available on SNKRS and at select retailers February 17. https://t.co/PBalp0GAJI"
false,true,Spotlighting athlete* and  stories,nike.com,7060,120,true,415859364,false,true,"Beaverton, Oregon",3313,Nike,38807,user,https://x.com/Nike,Nike,Jannik Sinner,janniksin,false,false,false,false,10995,123,"Victory belongs to the most persevering 
 
Congratulations, @janniksin, on your first Grand Slam and being the highest ranked Italian player in history.  https://t.co/raBhATFR7L"
false,true,Spotlighting athlete* and  stories,nike.com,7060,120,true,415859364,false,true,"Beaverton, Oregon",3313,Nike,38807,user,https://x.com/Nike,Nike,Diede de Groot,DiedetheGreat,false,false,false,false,555,23,"Grand Slam secured  
  
Congratulations to the legendary @diedethegreat on your 21st Grand Slam and Tokito Oda on adding your first title in Melbourne to the trophy case.  https://t.co/Zz0vHWVcaB"
false,true,Spotlighting athlete* and  stories,nike.com,7060,120,true,415859364,false,true,"Beaverton, Oregon",3313,Nike,38807,user,https://x.com/Nike,Nike,Sabalenka Aryna,SabalenkaA,false,false,false,false,6476,91,"Keep on creating history  
  
Congratulations, @sabalenkaA, on back-to-back Grand Slams in Melbourne.  https://t.co/yFfBRpGtgb"
false,true,Spotlighting athlete* and  stories,nike.com,7060,120,true,415859364,false,true,"Beaverton, Oregon",3313,Nike,38807,user,https://x.com/Nike,Nike,Nike Basketball,nikebasketball,false,false,false,true,5139,85,"RT @nikebasketball: Count it. That’s 1,203 victories for Stanford Coach Tara VanDerveer. 

The most of any college basketball coach, ever…"
false,true,Spotlighting athlete* and  stories,nike.com,7060,120,true,415859364,false,true,"Beaverton, Oregon",3313,Nike,38807,user,https://x.com/Nike,Nike,,,false,false,false,false,5627,164,"Yesterday I found, new purpose in tomorrow. Today, I'm Stronger. https://t.co/mUxUABj8Kb"
false,true,Spotlighting athlete* and  stories,nike.com,7060,120,true,415859364,false,true,"Beaverton, Oregon",3313,Nike,38807,user,https://x.com/Nike,Nike,Rafa Nadal,RafaelNadal,false,false,false,false,6094,151,Brisbane. @RafaelNadal’s return. Ready to leave it all on the court once again. https://t.co/5UOTolnvcB
false,true,Spotlighting athlete* and  stories,nike.com,7060,120,true,415859364,false,true,"Beaverton, Oregon",3313,Nike,38807,user,https://x.com/Nike,Nike,Nike Basketball,nikebasketball,false,false,false,true,8939,176,"RT @nikebasketball: Passion. Obsession. Fearless. Resilience. Relentless.

That’s Mamba.

What word describes you best?

#Kobe #MambaMenta…"
false,true,Spotlighting athlete* and  stories,nike.com,7060,120,true,415859364,false,true,"Beaverton, Oregon",3313,Nike,38807,user,https://x.com/Nike,Nike,Fortnite,FortniteGame,false,false,false,false,3530,124,Nike is back in @FortniteGame with an epic sequel to Airphoria. Enter the Dn Dimension to feel the unreal. The portal closes on April 2  https://t.co/K0ejdA9CRJ
false,true,Spotlighting athlete* and  stories,nike.com,7060,120,true,415859364,false,true,"Beaverton, Oregon",3313,Nike,38807,user,https://x.com/Nike,Nike,,,false,false,true,false,191,8,Check it out here: https://t.co/xGr9FoTv7H
false,true,Spotlighting athlete* and  stories,nike.com,7060,120,true,415859364,false,true,"Beaverton, Oregon",3313,Nike,38807,user,https://x.com/Nike,Nike,,,false,false,false,false,540,29,"It’s time to feel the unreal.

The next generation of Air technology is available now. The Nike Air Max Dn is designed to offer an all-new underfoot sensation that opens up the aperture of what’s possible. https://t.co/M1WuKgEVmg"
false,true,Spotlighting athlete* and  stories,nike.com,7060,120,true,415859364,false,true,"Beaverton, Oregon",3313,Nike,38807,user,https://x.com/Nike,Nike,,,false,false,true,false,52,8,The Air Max Dn arrives in a wide lineup of colorways. Available now: https://t.co/MPPBJDNYr5
false,true,Spotlighting athlete* and  stories,nike.com,7060,120,true,415859364,false,true,"Beaverton, Oregon",3313,Nike,38807,user,https://x.com/Nike,Nike,,,false,false,false,false,806,79,"The next generation of Air technology arrives March 26.

The Nike Air Max Dn boasts a Dynamic Air unit that allows pressurized Air to move with your foot, giving you an unreal, reactive sensation with every step. https://t.co/fBy5Xn0SkN"
false,true,Spotlighting athlete* and  stories,nike.com,7060,120,true,415859364,false,true,"Beaverton, Oregon",3313,Nike,38807,user,https://x.com/Nike,Nike,,,false,false,true,false,494,30,"Pressurized air moves through the dual-chambered Air unit of the Nike Air Max Dn, giving you a smooth sensation as you take each step. #AirMaxDn https://t.co/g6DFloMun9"
false,true,Spotlighting athlete* and  stories,nike.com,7060,120,true,415859364,false,true,"Beaverton, Oregon",3313,Nike,38807,user,https://x.com/Nike,Nike,,,false,false,true,false,574,34,"The Nike Air Max Dn launches on March 26th. Hit the link to get notified.

https://t.co/MPPBJDNqBx https://t.co/norYVk2HsN"
false,true,RDA. Sacramento. Running and biking almost everyday!,,107229,2161,true,2401903729,false,false,California,591,Javier Salazar,38159,user,https://x.com/J2R4S,J2R4S,Nike,Nike,false,false,false,false,0,0,"First run in the Nike Air Zoom Pegasus 36 (Clemson Edition) 
Review coming shortly!
nikerunning @nike @bennettrun #firstrun #easyrun #10krun #6.21miles #relaxrunning #recoveryrun #funrun #run #running #nike… https://t.co/Y8MCMyAmC3"
false,false,"A Scientist (chemistry and biophysics), gentleman, father, raconteur, modernist, biacore-ologist and the worlds best dressed biophysicist",,855,279,false,17008971,false,false,Boston,147,Paul Belcher,691,user,https://x.com/iceobar,iceobar,,,false,false,false,false,0,0,"New runners! Air Zoom Pegasus 36 designed by Tokyo-based artist Keeenue for the 2000 summer Olympics #roadtoseamonstersembrace @ Portland, Oregon https://t.co/QNKNOSWSbN"
false,true,"#LiveHard #75Hard #Arete #LotJTailgaters @chiefslotjtailgatecrew @chiefs Season Tix Holder, Former Pro #Umpire #Golf #Runner @1stphorm #iam1stphorm",1stphorm.com/?a_aid=bpcump63,661,252,true,139608362,false,false,"Springfield, Missouri",116,Pedro,2864,user,https://x.com/BpcUmp63,BpcUmp63,Nike,Nike,false,false,false,false,0,0,"Loved that pacific coast run on Long Beach, California! 

.

Gorgeous Cali day to break my new @nike Air Zoom Pegasus 36’s in! 

.

Always putting the work in to get better! With that run I surpassed the 2000 miles… https://t.co/nB6eDp7nX8"
true,false,Educated Nayarit  LA,open.spotify.com/user/123398464…,68997,571,true,91421835,false,false,California,762,Loops✨,21722,user,https://x.com/Lupee24,Lupee24,,,false,true,false,false,1,1,"Update I went to the Nike Community Store in East Los &amp; went with the Nike Air Zoom Pegasus 36. Still going to look for another pair but diff brand for ""going out"" kicks. These are soo comfy!!"
true,true,"Co-founder + CEO of @okta, proud husband + father, addicted to exercise.
Tweet identity musings and secrets to being a public company CEO.
Give me feedback!",okta.com,3731,724,true,22338536,false,false,California,419,Todd McKinnon,3605,user,https://x.com/toddmckinnon,toddmckinnon,Okta,okta,false,false,true,false,1,1,@7AustinL @andyf_lfc @zoom_us @okta @ericsyuan Nike Men's Air Zoom Pegasus 36 Running Shoes https://t.co/jxdx1yMGbP  haven’t run in them. But they’re comfortable as all get out.
true,false,optimist,,28550,658,true,188246800,false,true,"Plymouth, MN",30,Jason Des,3894,user,https://x.com/jasond55,jasond55,.•✦ Steffi ✦•.,stefsas97,false,false,true,false,0,0,@stefsas97 Nike air zoom Pegasus 36 the best running shoes I have owned deff would recommend
true,true,"The tweet may have been mistaken, the tweeting was not. There will be typos. Opinions are my own. (He/Him/His) IG: MSeeley ️‍",instagram.com/mseeley,109650,1870,true,15074535,false,false,New York City,4782,mark,27855,user,https://x.com/mdseeley,mdseeley,,,false,false,true,false,3,1,"@kyleloftus123 @joeyc1110 Those are the ones I just bought and I like them a lot. 

I bought:  Nike Air Zoom Pegasus 36 Shield Men's Running Shoes"
false,true,Video Game Guy | Sneaker Collector | Movie Reviewer | Tiki Bar TV Villain | Food & Bourbon Lover | #Canucks fan  ||,irongalaxystudios.com,33054,1057,true,17418971,false,false,The Pacific Northwest,3244,GIO,14103,user,https://x.com/giocorsi,giocorsi,,,false,false,false,false,23,2,"I have some #nike shoes for 2020 travel but didn’t get to wear them thanks to Covid/no events. I ❤️ them &amp; I’m still gonna wear them. So here’s May ’21: the “Air zoom Pegasus 36 Trail Gore-Tex Black”! Light, waterproof &amp; cool, perfect for the PNW summer! Please to enjoy! https://t.co/kSRC9lHM1V"
false,true,Day1 Here for #Whiteyy18 #Blackeyyy18 #WhiteyyNation #Blackeyyyfam,,30217,1632,true,195548137,false,false,"Las Vegas, NV",4547,KellyyK7777,15497,user,https://x.com/KellyyK7777,KellyyK7777,,,false,false,false,false,128,27,Sending My Baby Girl off to the Air Force this Morning!!  Crying Happy tears! God Speed Alexis you are going to do Great things!! There goes my Heart! ♥️♥️♥️♥️ https://t.co/tivxK4QcKU
true,true,Covering #FSU athletics for @Noles247 | co-host @SundayGolds | Former intern for @CotuitKettleers,,7111,884,true,1051244497,false,false,"Tallahassee, FL",2659,Brett Nevitt,31584,user,https://x.com/brettpn,brettpn,,,false,false,false,false,29,2,So when do we schedule a home and home with Air Force? https://t.co/b4hKroWVfF
true,true,Zionist Activist | Publisher & EIC at God of the Desert Books | Writer | Researcher | Podcaster | Judeo-Christian Mystic | NOW BOYCOTTING TWITTER,godofthedesert.substack.com,20563,3624,true,93189340,false,false,California,9698,Dave of the Desert,79824,user,https://x.com/DaveSwindle,DaveSwindle,"Shoshana Weissmann, Sloth Committee Chair",senatorshoshana,false,false,false,false,7,3,I am sure when @senatorshoshana is president someday this will be the in-flight entertainment on Air Force One perpetually…  https://t.co/glHTLpqwGz
true,true,"Wife of THE BEST Football Coach, Mom of 2, Kitty of 1, Educational Diagnostician",,5423,47,true,1034074645518077953,false,false,"Texas, USA",82,skrubel,182,user,https://x.com/skrubel4444,skrubel4444,Robert Rubel,CoachRubel,false,false,false,false,12,0,"Another day, another bowl game Let’s go Air Force #Falcons #tripleoption #runthedangball @CoachRubel https://t.co/TZKgFiQRoP"
false,true,FHC Ranger Wrestling,,115,42,false,1312447552420274176,false,false,California,148,FHC Ranger Wrestling,248,user,https://x.com/FHCRangerWR,FHCRangerWR,,,false,false,false,false,14,0,"Military Appreciation Tournament 
@ Coopersville HS today
#FHCW representing Air Force, flag bearer Michael Frazer (father &amp; brother both service members) https://t.co/8BXbMJvyUV"
false,true,"Fire Apparatus and Aviation Photographer, San Diego native, and expert at telling people where to go. Expressions, thoughts, and opinions are mine alone.",,206415,560,true,836828016672129024,false,false,California,3227,Been in this game too long,14649,user,https://x.com/maddogkujo,maddogkujo,,,false,false,false,false,5,0,The Air Force 12 days of Christmas.. https://t.co/iBOzrAexux
true,false,I help career-driven individuals lose body fat and increase energy levels without restrictive diets or excessive cardio. Owner of All In Fitness Coaching.,allinfitnesscoaching.com,24319,1089,true,605583497,false,true,I Keep My Bags Packed,10781,TJ Jurkiewicz | Nutrition Coach,52485,user,https://x.com/tj_jurk,tj_jurk,,,false,false,false,false,2,2,Louisville/Air Force o54.5 https://t.co/d0Fdla5v5K
true,true,Gemini,instagram.com/liliumhg?r=nam…,123228,767,true,933383000305233920,false,false,Arizona,410,Lil,12506,user,https://x.com/liliumhgg,liliumhgg,,,false,false,false,false,13,1,Ag the bar on Christmas and now I have a date planned with the bartender who leaves for the Air Force in a week I really am the main character
false,true,Radio Station Owner. 93.7 FM. The Ticket FM. Radio Host Old School w/ Jay Foreman. Weekdays 4p-6p. https://t.co/iS8MGZckVc. Best Selling Author. 2X TEDx,theticketfm.com/on-air-talent/…,13704,4131,true,203194720,false,false,"Lincoln, NE",10101,Derrick Pearson,28777,user,https://x.com/derrickpearson,derrickpearson,,,false,false,false,false,69,17,"Question:

How many 3, 4, and 5 star athletes are there on this 9 win Air Force Academy football team?"
true,false,23 • CSUS • Taurus,instagram.com/amberrrrenee_,85340,1302,true,1567520040,false,false,California,1758,amber renee,102138,user,https://x.com/Ammmberrr15,Ammmberrr15,,,false,false,false,false,3,0,I need me another pair of Air Force 1s it’s about that time
false,true,uci alum | hacked at 10 mil,,3027,197,true,845849040197627905,false,false,Slaying demons,174,Josey,2191,user,https://x.com/josemejia_11,josemejia_11,,,false,false,false,false,7,0,The green goblin definitely has black Air Force energy
false,true,"Rocket launch photographer for https://t.co/rbEGeipFIr

Lightning & Storm Chaser",ebay.com/usr/racing-his…,66257,749,false,806314765383389185,false,true,"Marco Island, FL",1725,Scott Schilke,9774,user,https://x.com/SchilkeScott,SchilkeScott,ULA,ulalaunch,false,false,false,false,54,8,Best Christmas Gift Ever! My son (retired Air Force) had asked for my @ulalaunch launch photos a year ago. Then was able to get @torybruno to sign them + extras &amp; give them back to me for Christmas! How cool is that?  Thanks Tory &amp; Andre  Ad Astra! @KICK_UP_ @Falcon9Block5 https://t.co/rheTkQnJDv
false,true,"Workaholic & loyal #UNIPanther fan. Trivia Champion. Retired Drinkslinger .Weekends are my own, as are my thoughts, which can be nonsense.",,18530,578,true,375795936,false,false,Cedar Falls IOWA,1444,Big Al,12923,user,https://x.com/UNIBigAL,UNIBigAL,,,false,false,false,false,11,1,So that Air Force team looked pretty good today. UNI’s next opponent in September..
true,false,"making drinks and thinking about wrestling 

co-host of ACSH with @handsomedagger

24

he/him",,26287,665,true,215786302,false,false,"Louisville, KY",1544,cal chainsaw hanco,8715,user,https://x.com/chefcalhanco,chefcalhanco,,,false,false,false,false,2,1,Not the kid in the black air force ones and vape hoodie looking at guns on the Cabela's website
true,true,Official NYPD account dedicated to remembering those who lost their lives protecting New York City. Fidelis ad Mortem. User policy: https://t.co/MdvrcXA29y,,4337,51,false,3156236822,false,false,"New York City, NY",3141,NYPD In Memoriam,6337,user,https://x.com/NYPDInMemoriam,NYPDInMemoriam,,,false,false,false,false,226,4,"Today we remember Detective Joseph Lemm who was killed on December 21, 2015, by a suicide bomber in a village near Bagram Air Base, Afghanistan, while serving as a Special Agent for the United States Air Force Office of Special Investigations https://t.co/xlBfWjQVNt"
false,false,Midwest’n w/the Mrs’ & boys! AR-BSB GO HOGS! Mili/Poli-Sci Thrillers. War History & BookNerd. Coffee Nerd. Bourbon Hunter. Parents #Huskers #NHLBruins #RedSox,,52858,2919,true,239725442,false,false,"Omaha, Nebraska",13500,Kevin,66264,user,https://x.com/ArkBoSox,ArkBoSox,,,false,false,false,false,7,0,Military Schools putting it on the power 5’s this year. Air Force &amp; Army Both bowl W’s https://t.co/hjtAqkzcy2
true,true,"Cards. Kicks.
Supplying drop info etc #sneakercommunity 
  **TAG To Get Retweeted/Marketed @Mint_Cards_N_Kicks**
My posts, comments etc are my own.",,2272,2181,true,1157408413724348421,false,false,"Syracuse, NY",6263,NjWood {Mint_Cards_N_Kicks_ (RT-er)},18660,user,https://x.com/MintCardsnKicks,MintCardsnKicks,,,false,false,false,false,0,0,"Nike Air Max 270 REACT
$160
LINK- https://t.co/FNYoj2ZaHF https://t.co/Y8NlI22nV7"
true,true,ArchitectPH▪️Artist ▪️Ilokana ▪️Triskelion/TauGammaSigma,,51,35,false,987077894584193025,false,false,"Red Deer, Alberta",4,JhonaBlance,25,user,https://x.com/jhonaksenia,jhonaksenia,,,false,false,false,false,0,0,Nike Air Max 270 React By You https://t.co/GseI4unaFw
false,true,"tennis masters is a tennis specialty store located in the heart of downtown mcallen , we carry all your favorite brands like nike adidas babolat head wilson ...",tennismasterss.com,86,80,false,3229979960,false,false,"McAllen, TX",84,Tennis Masters,855,user,https://x.com/tennismasterss,tennismasterss,,,false,false,false,false,0,0,Nike Air Max 270 React .... HURRY... selling out Fast !! #nike #nikeshoes #mcallentx #nikeairmax270react @ Tennis Masters https://t.co/js2Jye7Vgh
false,true,http://t.co/BW2yOr5Tu3  http://t.co/zZd9fUUAw3  http://t.co/lE9JJT4O95  http://t.co/M63niCwW7B,citygear.com,105,1711,false,631176278,false,false,Ohio,308,City Gear NWest,3942,user,https://x.com/CityGearNWest,CityGearNWest,,,false,false,false,false,0,0,"Grade School Air Max 270 react available now @citygearnwest108 

#citygear #citygearnwest108 #citygearkids #nike #nikekids #nikekidsshoes #sneakers #airmax #airmax270react #citygearfresh @ City Gear https://t.co/wfPJPcN0sD"
true,true,NBA/NFL Columnist for https://t.co/ZnTsHIAz8a and https://t.co/HgJ6KkY2Lb @ProHoopsWriters Member/ Clinical Informatics Analyst/I.T. Guru,fortyeightminutes.com/author/rob-par…,10694,3453,true,331952450,false,false,Aventura,20404,Rob Parks Jr.,261345,user,https://x.com/Rparksjr85,Rparksjr85,Nike,Nike,false,false,true,false,0,0,@nike Air Max 270 React Wtr for $53 today at @nike @ Nike Factory Store https://t.co/iBfbvThSEY
false,true,Instagram: @Nohble                      https://t.co/WVAINSxwjK,Nohble.com,223,50,false,512633471,false,false,New york,1360,Nohble,5893,user,https://x.com/Nohble,Nohble,,,false,false,false,false,0,0,Nike GS Air Max 270 React SE “Grind Black” $134.99 Now available at Nohble. @ Nohble https://t.co/ktIT4h0muN
false,true,Instagram: @Nohble                      https://t.co/WVAINSxwjK,Nohble.com,223,50,false,512633471,false,false,New york,1360,Nohble,5893,user,https://x.com/Nohble,Nohble,,,false,false,false,false,0,0,Women’s Nike Air Max 270 React SE Flash Crimson now available at Nohble. @ Nohble https://t.co/p3e7UONymC
false,true,Instagram: @Nohble                      https://t.co/WVAINSxwjK,Nohble.com,223,50,false,512633471,false,false,New york,1360,Nohble,5893,user,https://x.com/Nohble,Nohble,,,false,false,false,false,0,0,Nike W Air Max 270 React - Photon Dust/Aurora Green/White/Black $159.99 now available at Nohble. @ Nohble https://t.co/SmAg1bqKTQ
true,true,"I am Dobby Styles. I am a New Tv Writer Self- Published Author, Marathon participant, and Fresh lover: Im Humble and Patient.  #Becominggooddude",Dobbystyles.com,20614,630,true,50521295,false,false,"ÜT: 40.740227,-73.641004",4547,Dobby Styles,78551,user,https://x.com/DobbyStyles,DobbyStyles,Kicks Deals,KicksDeals,false,false,true,false,0,0,"@KicksDeals Just picked up two pairs of Air Max React 270”s out of Champs Sport for 90$ 

Super Blessing!!!!!"
false,true,"A Sneaker Cleaner. Made for Sneakerheads, Designed by Sneakerheads",puresneakercleaner.com,201,5,false,1253126962924707842,false,false,"Beaverton, Oregon",243,Pure Sneaker Cleaner,394,user,https://x.com/PureSNKRCleaner,PureSNKRCleaner,Yankeekicks,Yankeekicks,false,false,false,false,267,11,"Thoughts on the UNION Air Jordan 2? Are these a cop or not? 
 : @Yankeekicks https://t.co/0Bjfi7TYo2"
false,true,"Supporting grassroots, actions-led movements to build a just world beyond fossil fuels.   
https://t.co/K254PVKDAs
linkt.ree/oilaction",oilgasaction.org,2068,653,false,1362098386694901762,false,false,California,330,Oil and Gas Action Network,1288,user,https://x.com/oil_action,oil_action,Shell,Shell,false,false,false,false,279,9,"Huge week for Fossil Fuel Resistance - people power will end #FossilFuels!

 ☛ In Scotland, the #StopCambo campaign forces @Shell out

 ☛ In Virginia, #StopMVP pushes the Air Board to deny the Mountain Valley Pipeline

 ☛ In Oregon, the Jordan Cove LNG terminal admits defeat https://t.co/Xd0MhAZSHK"
true,true,Gonna be a great day☀️But first: Coffee☕️,,974,66,true,4911813076,false,false,"Chicago, IL",927,ChicagoCesar,1413,user,https://x.com/ChicagoCesar,ChicagoCesar,SNKR_TWITR,snkr_twitr,false,false,false,false,342,10,"#MailCall s/o @snkr_twitr 
*Restock ⚡️⚡️⚡️

Air Jordan 4 “Lightning” https://t.co/mNX7IKWLcJ"
